DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Jul1973,0.47207,1.64467,0.96553,0.90589,0.54629,0.30565,0.09708,-0.08142,0.01558,0.04657,1.5075,1.71598,1.75093,2.065,2.14442,2.11689,1.96399,1.95807,1.90535,1.98419,2.00922,1.91011,1.88633,1.81984,1.88377,2.007,2.21928,2.29294,2.21934,2.17918,2.23925,2.23688,2.15369,2.19285,2.00503,1.98276,2.00805,1.9477,1.87312,1.78048,1.69938,1.65643,1.66765,1.62533,1.5907,1.65334,1.71583,1.68795
Aug1973,-0.27985,-0.00879,1.33288,0.68675,0.65434,0.35332,0.13812,-0.02216,-0.17112,-0.07804,-0.05927,1.37164,1.58716,1.63745,1.96554,2.04538,2.00365,1.84811,1.84321,1.80409,1.89904,1.92886,1.85145,1.8188,1.74411,1.81001,1.92467,2.144,2.22866,2.15797,2.12311,2.18931,2.17868,2.10711,2.12625,1.93857,1.92153,1.94917,1.87831,1.81586,1.72079,1.64589,1.60283,1.61443,1.57529,1.54145,1.6059,1.66532
Sep1973,-0.2731,-0.446,-0.18849,0.9683,0.50933,0.47846,0.25078,0.05985,-0.09235,-0.22841,-0.14555,-0.14141,1.17797,1.36516,1.4284,1.7214,1.7933,1.76953,1.67004,1.67908,1.65758,1.7799,1.8034,1.71855,1.68991,1.62319,1.68204,1.77354,1.97822,2.06856,2.03003,2.00297,2.06693,2.05783,1.9942,2.00431,1.82141,1.80122,1.83004,1.76002,1.70605,1.6188,1.55893,1.51619,1.52525,1.48867,1.45899,1.5212
Oct1973,-0.63,-0.65623,-0.78567,-0.57598,0.52257,0.1302,0.12905,-0.05611,-0.22466,-0.3641,-0.47575,-0.39085,-0.38721,0.9506,1.15135,1.2328,1.56276,1.62952,1.59732,1.51076,1.51863,1.51825,1.67233,1.69781,1.60305,1.57471,1.50461,1.56936,1.66056,1.88418,1.98782,1.9518,1.90779,1.97155,1.99421,1.9138,1.92475,1.74574,1.73011,1.76557,1.69151,1.63044,1.53983,1.48283,1.43613,1.44586,1.41206,1.37706
Nov1973,-0.35182,-0.83937,-0.83983,-0.93629,-0.76478,0.3267,-0.03919,-0.03031,-0.20091,-0.36368,-0.49245,-0.59039,-0.50028,-0.49783,0.84896,1.05217,1.14283,1.49474,1.57788,1.54415,1.46978,1.48364,1.48276,1.64823,1.67285,1.55974,1.53458,1.46259,1.53247,1.62766,1.85534,1.95802,1.92461,1.87499,1.9451,1.97722,1.89694,1.90449,1.71839,1.69978,1.7348,1.66401,1.60355,1.50947,1.45278,1.40312,1.41287,1.37742
Dec1973,0.64737,0.02764,-0.63532,-0.69504,-0.79354,-0.60889,0.44805,0.08106,0.09229,-0.09488,-0.26065,-0.38252,-0.48249,-0.39033,-0.39348,0.91798,1.10369,1.18453,1.5296,1.60925,1.56877,1.48447,1.49513,1.49367,1.65061,1.67604,1.57248,1.55338,1.48239,1.551,1.646,1.86957,1.96618,1.92451,1.8827,1.94531,1.97283,1.88902,1.90403,1.72373,1.7053,1.74318,1.6735,1.61309,1.52285,1.46768,1.42058,1.43212
Jan1974,-0.95866,-0.0779,-0.45169,-0.90532,-0.97993,-1.04729,-0.87929,0.18544,-0.15348,-0.12945,-0.28943,-0.43701,-0.54554,-0.618,-0.531,-0.53829,0.75123,0.94435,1.0366,1.38972,1.47336,1.4231,1.35786,1.36964,1.37273,1.54744,1.57453,1.46963,1.45383,1.38075,1.45547,1.55924,1.78031,1.87476,1.83441,1.7874,1.84791,1.87985,1.79382,1.82264,1.65204,1.63362,1.67536,1.60694,1.54711,1.45542,1.40404,1.35468
Feb1974,0.25466,-0.5025,-0.05359,-0.35918,-0.83846,-0.91441,-0.98158,-0.82921,0.18007,-0.16874,-0.14257,-0.29956,-0.43369,-0.54101,-0.61301,-0.52256,-0.5204,0.75715,0.95372,1.04604,1.40663,1.49175,1.45078,1.38507,1.39572,1.39871,1.57584,1.60029,1.484,1.4635,1.39061,1.4627,1.56317,1.78056,1.87602,1.83598,1.78847,1.84802,1.87483,1.79194,1.8176,1.6469,1.62829,1.66647,1.6022,1.54481,1.45465,1.40349
Mar1974,2.38668,2.26026,2.02434,1.72857,1.51556,1.13306,0.78521,0.61956,0.71932,1.371,1.00324,0.99977,0.78863,0.64519,0.49422,0.32304,0.39201,0.44797,1.44896,1.58747,1.63044,1.90604,1.9487,1.94957,1.84991,1.87134,1.87293,1.983,1.97664,1.87141,1.83837,1.77631,1.81923,1.89349,2.05977,2.12645,2.06973,2.03448,2.08543,2.09598,2.02804,2.03928,1.89834,1.88532,1.90994,1.86176,1.80579,1.73211
Apr1974,0.82158,2.12621,2.05608,1.87037,1.69429,1.55677,1.25728,0.95102,0.79372,0.85113,1.49775,1.11264,1.12122,0.90671,0.76644,0.60118,0.42372,0.48582,0.54896,1.50761,1.6471,1.68647,1.97695,2.03108,2.01288,1.89773,1.90983,1.91462,2.01502,2.01218,1.91255,1.88425,1.82628,1.86333,1.93957,2.09906,2.1604,2.10113,2.06706,2.11972,2.1341,2.06417,2.07544,1.92934,1.91793,1.94226,1.89492,1.83198
May1974,-0.08261,0.27655,1.85313,1.81465,1.57898,1.47122,1.32144,1.05634,0.80559,0.61988,0.68635,1.38294,1.00917,1.02338,0.79413,0.6549,0.48838,0.3382,0.40238,0.4542,1.48746,1.63674,1.68423,1.99309,2.03253,1.97393,1.86586,1.87571,1.88844,2.0019,2.0106,1.92074,1.88197,1.80678,1.84729,1.91869,2.07498,2.13285,2.06432,2.02618,2.07712,2.09383,2.02425,2.04561,1.90631,1.89449,1.92035,1.87216
Jun1974,-0.03963,-0.11574,0.18655,1.49998,1.5286,1.27288,1.22491,1.09399,0.89132,0.64951,0.49871,0.56006,1.14119,0.86624,0.87099,0.68953,0.563,0.42452,0.29942,0.35372,0.40289,1.3389,1.47658,1.53356,1.80972,1.86618,1.799,1.73248,1.74562,1.75185,1.87195,1.90168,1.81883,1.78942,1.71064,1.75612,1.82323,1.97502,2.03192,1.97034,1.93523,1.98138,1.9886,1.91689,1.93742,1.81393,1.80244,1.83264
Jul1974,1.60107,0.72242,0.45255,0.65571,1.72319,1.78109,1.52311,1.43189,1.30564,1.12428,0.9263,0.78612,0.82142,1.3023,1.05886,1.06802,0.89007,0.77613,0.64464,0.50987,0.5497,0.6021,1.43323,1.55711,1.60792,1.86547,1.9095,1.84842,1.77865,1.79566,1.80793,1.91821,1.94213,1.86435,1.83706,1.7642,1.80499,1.86841,2.00944,2.06165,1.99507,1.96286,2.00332,2.01332,1.94371,1.96553,1.8488,1.83824
Aug1974,1.49608,1.86087,1.2204,0.8845,1.02913,1.96848,2.02636,1.73877,1.61173,1.49689,1.34847,1.18955,1.05303,1.06249,1.49227,1.27163,1.29383,1.10457,0.99375,0.86611,0.73206,0.76066,0.80691,1.56121,1.6743,1.72082,1.95926,2.00203,1.94649,1.86622,1.88884,1.90838,1.99856,2.03073,1.93654,1.90553,1.84147,1.87817,1.92712,2.06898,2.11108,2.04275,2.01417,2.05406,2.06472,1.99487,2.01831,1.89934
Sep1974,0.88255,1.34978,1.62229,1.33033,1.08518,1.17142,1.83881,1.85058,1.67089,1.57245,1.49644,1.39307,1.27035,1.15266,1.15765,1.50666,1.32316,1.35553,1.19371,1.10435,0.9894,0.86781,0.88988,0.92812,1.58508,1.68898,1.72657,1.92318,1.96212,1.92232,1.86053,1.88913,1.91025,1.98532,2.01986,1.92079,1.88561,1.82367,1.85715,1.89593,2.0243,2.06542,2.01033,1.98261,2.01751,2.0243,1.96289,1.98642
Oct1974,-0.27583,0.32255,0.90208,1.23409,0.9999,0.815,0.9318,1.68617,1.68931,1.51747,1.43676,1.36156,1.25176,1.11705,1.00256,1.014,1.39009,1.20195,1.22847,1.0675,0.97207,0.86279,0.74601,0.77392,0.80938,1.49969,1.61446,1.65418,1.85446,1.90079,1.86396,1.80152,1.81919,1.83871,1.94515,1.9716,1.86456,1.84351,1.78397,1.8235,1.86556,1.99721,2.04672,1.99322,1.96026,1.99968,2.01253,1.93741
Nov1974,-0.68629,-0.72648,-0.02734,0.56075,0.97797,0.76757,0.59691,0.73945,1.58203,1.5815,1.39781,1.32742,1.24092,1.10417,0.97806,0.85989,0.88182,1.28098,1.0996,1.12088,0.96677,0.86392,0.74749,0.6303,0.66339,0.69564,1.43155,1.5552,1.59954,1.80815,1.85263,1.81241,1.7538,1.76637,1.79035,1.90872,1.93932,1.82471,1.80273,1.73802,1.7776,1.82828,1.96985,2.02131,1.96829,1.93398,1.97351,1.99103
Dec1974,-1.49227,-1.7696,-1.48439,-0.6088,0.10903,0.61943,0.41373,0.29164,0.46059,1.39833,1.39352,1.19708,1.14778,1.06916,0.93323,0.7859,0.66443,0.69364,1.10707,0.91902,0.92833,0.78858,0.6855,0.57413,0.47118,0.51077,0.54062,1.30026,1.42671,1.47653,1.69482,1.74212,1.69708,1.64212,1.65848,1.67515,1.79625,1.82123,1.71866,1.70137,1.63481,1.68156,1.7352,1.88183,1.9365,1.89298,1.85874,1.90154
Jan1975,-0.91616,-1.48914,-1.75049,-1.65871,-0.89134,-0.18536,0.3543,0.15758,0.05525,0.2354,1.21027,1.20754,1.02081,0.98835,0.91424,0.77458,0.6204,0.50321,0.53863,0.96038,0.77387,0.77783,0.65066,0.5476,0.44137,0.34572,0.38921,0.41952,1.19803,1.32649,1.38208,1.61001,1.65525,1.61072,1.55772,1.56917,1.58447,1.70802,1.72906,1.64,1.63085,1.56369,1.61443,1.67103,1.82124,1.87567,1.83706,1.80226
Feb1975,0.0533,-0.6394,-1.20937,-1.52539,-1.50319,-0.89318,-0.21159,0.31038,0.109,-0.00044,0.18301,1.20603,1.19878,1.00705,0.97799,0.89417,0.75558,0.60008,0.48257,0.51983,0.94997,0.75688,0.7665,0.63573,0.52825,0.4228,0.32745,0.37189,0.402,1.1917,1.32194,1.37621,1.6015,1.64522,1.60121,1.54878,1.5596,1.57424,1.69428,1.71758,1.62596,1.61608,1.549,1.59661,1.65646,1.80976,1.86597,1.82869
Mar1975,1.08413,0.77661,0.20864,-0.3886,-0.70928,-0.95084,-0.48207,0.09914,0.57216,0.38181,0.25245,0.43197,1.4008,1.39358,1.20738,1.15967,1.0591,0.94457,0.80155,0.68104,0.69967,1.10083,0.91869,0.93476,0.80493,0.70636,0.60296,0.49707,0.53446,0.55558,1.29561,1.41051,1.45534,1.65845,1.69375,1.64638,1.59665,1.6076,1.61673,1.72319,1.74618,1.65892,1.65522,1.59347,1.63556,1.69657,1.84238,1.90394
Apr1975,-0.50789,0.48384,0.33571,-0.12396,-0.59519,-0.88972,-1.09551,-0.69314,-0.13026,0.32311,0.15884,0.06627,0.23463,1.27348,1.27562,1.07314,1.04838,0.93867,0.81586,0.68506,0.56557,0.59379,1.00977,0.82152,0.83651,0.71275,0.61399,0.50681,0.40541,0.44552,0.46997,1.23251,1.35035,1.39751,1.60632,1.64465,1.59604,1.55109,1.5621,1.57029,1.68303,1.70325,1.61371,1.60678,1.54415,1.5898,1.65281,1.79659
May1975,1.42897,0.88717,1.11824,1.03167,0.7077,0.21874,-0.03653,-0.29035,-0.02141,0.46914,0.85145,0.67994,0.54626,0.70373,1.64673,1.65712,1.44244,1.37872,1.24952,1.1279,0.99784,0.88506,0.89523,1.29089,1.10409,1.12988,0.99218,0.90408,0.80502,0.69157,0.71618,0.73204,1.43764,1.53962,1.57639,1.76612,1.79029,1.7361,1.67436,1.6845,1.69549,1.79599,1.81492,1.73515,1.73209,1.67482,1.71429,1.77344
Jun1975,0.65818,1.25671,0.94725,1.12348,1.08277,0.82077,0.43268,0.21896,0.03223,0.23577,0.62077,0.91041,0.78433,0.68296,0.8108,1.57818,1.57841,1.39693,1.34528,1.24825,1.1421,1.03203,0.92991,0.937,1.27975,1.11224,1.12944,1.01295,0.93746,0.84288,0.73184,0.75172,0.77722,1.4398,1.5314,1.56648,1.74484,1.76277,1.70957,1.64793,1.65929,1.66859,1.75776,1.77239,1.69693,1.70164,1.64824,1.68849
Jul1975,-1.09212,0.01808,0.88212,0.60152,0.82644,0.78756,0.52308,0.16928,-0.02805,-0.19494,0.02544,0.39139,0.6873,0.57176,0.47938,0.59591,1.35851,1.36052,1.1963,1.16845,1.08133,0.98364,0.87674,0.77422,0.78499,1.12403,0.96075,0.97881,0.87387,0.79954,0.70411,0.6053,0.62764,0.65042,1.31857,1.41454,1.45329,1.63706,1.659,1.60806,1.55415,1.56516,1.57045,1.66722,1.68368,1.61045,1.61765,1.56302
Aug1975,1.54761,0.66847,0.72888,1.2689,1.00833,1.18097,1.16601,0.91931,0.56478,0.39013,0.2526,0.40905,0.71571,0.95772,0.84053,0.75624,0.87743,1.53517,1.53098,1.37748,1.33854,1.25354,1.16684,1.06404,0.96759,0.97165,1.28091,1.12791,1.14059,1.03167,0.96445,0.87854,0.78236,0.80073,0.81988,1.428,1.51859,1.5512,1.7147,1.74004,1.68704,1.62799,1.64002,1.64678,1.73757,1.75101,1.68233,1.68417
Sep1975,0.75963,1.30748,0.89616,0.93263,1.31848,1.10881,1.23207,1.20469,1.01696,0.71099,0.56688,0.45116,0.58609,0.83578,1.03867,0.93708,0.85696,0.96699,1.53908,1.54653,1.41644,1.39095,1.30891,1.22327,1.13018,1.04411,1.04462,1.31036,1.16702,1.18143,1.07997,1.02035,0.93974,0.84601,0.85746,0.87377,1.43339,1.51484,1.5454,1.69031,1.71543,1.66748,1.6172,1.62778,1.63262,1.71424,1.72836,1.66556
Oct1975,-1.16184,-0.28603,0.48201,0.12936,0.29013,0.8056,0.61258,0.8214,0.79151,0.60097,0.30887,0.17903,0.05869,0.21714,0.48866,0.71803,0.63193,0.5657,0.66444,1.29597,1.30095,1.17788,1.17427,1.09104,0.99309,0.89595,0.81079,0.82161,1.10662,0.95497,0.97061,0.87432,0.8067,0.72279,0.62798,0.64035,0.66601,1.27778,1.37115,1.40928,1.57334,1.60005,1.5517,1.50772,1.51793,1.52307,1.61985,1.63065
Nov1975,-1.17325,-1.5357,-0.77905,-0.0152,-0.3316,-0.10742,0.4999,0.3127,0.57299,0.54364,0.35216,0.08395,-0.05225,-0.19234,-0.01344,0.27352,0.52148,0.43272,0.38098,0.47342,1.16651,1.17312,1.03904,1.04458,0.95867,0.84685,0.74938,0.6643,0.68026,0.99186,0.83917,0.85742,0.76481,0.68983,0.60192,0.50169,0.51596,0.54056,1.18527,1.2825,1.32431,1.50023,1.5327,1.48225,1.4416,1.45086,1.45545,1.55895
Dec1975,1.66018,0.83078,-0.39834,0.11472,0.71265,0.41601,0.52594,0.98541,0.81845,1.0048,0.97327,0.7821,0.49894,0.37391,0.25764,0.40283,0.64436,0.84563,0.74925,0.69042,0.79015,1.38913,1.39707,1.27629,1.26416,1.17897,1.07698,0.97115,0.8908,0.90464,1.18928,1.04184,1.05867,0.96389,0.89654,0.81678,0.71614,0.72624,0.74421,1.33571,1.42426,1.46207,1.62281,1.64712,1.59954,1.5533,1.56383,1.57166
Jan1976,-0.83815,0.93067,0.2365,-0.66784,-0.19593,0.41721,0.164,0.27893,0.75715,0.6016,0.81333,0.78835,0.60773,0.34547,0.22402,0.10629,0.24369,0.48947,0.6984,0.60416,0.54913,0.645,1.26702,1.27619,1.15838,1.15915,1.07314,0.97067,0.86641,0.78796,0.80586,1.10276,0.95526,0.97472,0.88315,0.81395,0.73157,0.63141,0.64438,0.66117,1.26355,1.35298,1.39475,1.55917,1.58543,1.53707,1.49474,1.50448
Feb1976,0.23805,-0.45433,0.85062,0.23942,-0.64213,-0.18115,0.42486,0.16568,0.27023,0.75194,0.58992,0.81091,0.78728,0.60464,0.34045,0.216,0.11037,0.24565,0.49165,0.70231,0.60987,0.54979,0.65202,1.28946,1.29724,1.17599,1.17531,1.08511,0.97583,0.87272,0.7949,0.81465,1.10842,0.96277,0.97918,0.88658,0.81738,0.73599,0.63685,0.64897,0.66415,1.26185,1.35008,1.38883,1.55393,1.58222,1.53527,1.49327
Mar1976,-0.00308,0.02161,-0.50949,0.563,0.06632,-0.72617,-0.33525,0.26587,0.0248,0.16749,0.67657,0.51654,0.75791,0.74092,0.55889,0.28643,0.15567,0.06261,0.22687,0.47187,0.67423,0.58862,0.53326,0.63275,1.25209,1.26195,1.14845,1.15164,1.06435,0.95093,0.85121,0.7703,0.78894,1.07402,0.93386,0.94758,0.86127,0.7944,0.71146,0.61435,0.62567,0.64273,1.22766,1.3138,1.35176,1.51614,1.54914,1.51056
Apr1976,1.17801,0.79039,0.67171,0.24734,0.92958,0.51605,-0.19858,0.08204,0.62953,0.36249,0.46545,0.9307,0.77726,0.99033,0.97226,0.77477,0.49221,0.358,0.28825,0.44792,0.66631,0.85221,0.76904,0.70648,0.81284,1.38437,1.3915,1.28322,1.27623,1.18898,1.08473,0.98852,0.90927,0.92347,1.18996,1.05548,1.06859,0.98064,0.91857,0.83734,0.73786,0.7428,0.75361,1.31256,1.39567,1.43182,1.59127,1.61558
May1976,-0.50552,0.29661,0.1723,0.18011,-0.15555,0.53859,0.17579,-0.43841,-0.23333,0.29526,0.05402,0.19774,0.69251,0.5203,0.77022,0.76077,0.56088,0.30851,0.17842,0.09095,0.26537,0.50891,0.70806,0.62407,0.5682,0.6904,1.28672,1.29417,1.18751,1.188,1.10291,0.99012,0.89355,0.81176,0.82745,1.10127,0.96431,0.97282,0.88925,0.82764,0.74728,0.64626,0.65592,0.66617,1.24333,1.33055,1.36787,1.53126
Jun1976,-1.28495,-1.18405,-0.40788,-0.45391,-0.44192,-0.66252,0.03854,-0.27979,-0.84645,-0.60954,-0.12924,-0.30997,-0.13852,0.32066,0.15189,0.40334,0.39387,0.2339,0.0339,-0.08698,-0.17614,0.00139,0.23628,0.43202,0.34929,0.29547,0.411,1.02455,1.03662,0.92515,0.93634,0.85976,0.75443,0.66766,0.58941,0.60578,0.89192,0.75742,0.76663,0.6927,0.62829,0.54868,0.46455,0.48346,0.49239,1.06975,1.15903,1.20073
Jul1976,-0.02843,-0.99824,-1.04664,-0.42272,-0.45846,-0.44853,-0.64578,0.00453,-0.28505,-0.77737,-0.5526,-0.11904,-0.28923,-0.13294,0.28909,0.14017,0.37169,0.36386,0.21822,0.02809,-0.08984,-0.17396,-0.0074,0.21489,0.40171,0.32132,0.27366,0.38168,0.97249,0.98536,0.87622,0.89377,0.81973,0.71655,0.63074,0.55462,0.57326,0.85487,0.72385,0.73622,0.66699,0.6042,0.52772,0.44571,0.46576,0.47413,1.04057,1.12721
Aug1976,1.30428,0.9157,-0.19193,-0.42052,0.02751,-0.03772,-0.03085,-0.21261,0.33099,0.07251,-0.36155,-0.21092,0.1652,-0.00627,0.12059,0.50936,0.3811,0.58671,0.57067,0.42703,0.24251,0.12519,0.04499,0.2019,0.40088,0.56778,0.48921,0.43999,0.53718,1.08186,1.09546,0.99615,1.00898,0.93968,0.83936,0.75396,0.67851,0.6905,0.95086,0.82669,0.83962,0.76635,0.70735,0.6365,0.55446,0.57257,0.57841,1.11398
Sep1976,0.55009,1.03876,0.91464,0.10774,-0.14854,0.23076,0.17759,0.18294,0.00064,0.45114,0.22436,-0.17716,-0.04312,0.29124,0.13452,0.24602,0.58811,0.47014,0.6583,0.6466,0.51011,0.33492,0.22299,0.15057,0.30282,0.4842,0.63759,0.55643,0.50143,0.59124,1.09443,1.10946,1.01554,1.02489,0.95538,0.85939,0.78073,0.71084,0.72318,0.96392,0.85338,0.862,0.79269,0.73811,0.67069,0.59287,0.60855,0.61201
Oct1976,1.00808,0.89235,1.24099,1.15646,0.53769,0.24814,0.54649,0.47697,0.47878,0.29595,0.64939,0.46464,0.13709,0.24666,0.53167,0.36985,0.46215,0.78191,0.67634,0.82454,0.8084,0.67622,0.49793,0.39089,0.32672,0.45592,0.62576,0.77169,0.6894,0.63043,0.71685,1.19352,1.206,1.11891,1.12136,1.0472,0.95753,0.8821,0.81131,0.81968,1.0522,0.93908,0.94472,0.87109,0.82069,0.75386,0.67658,0.68965
Nov1976,-0.34007,0.57878,0.65867,1.01693,0.96594,0.34549,0.08129,0.39827,0.34577,0.35044,0.17027,0.55589,0.36183,0.01532,0.13906,0.42826,0.27231,0.35949,0.70129,0.58579,0.74822,0.72878,0.58968,0.40806,0.30073,0.23363,0.36692,0.54682,0.70021,0.62591,0.57235,0.66365,1.15476,1.16239,1.07451,1.07594,0.99964,0.90378,0.8285,0.75644,0.76808,1.00523,0.89013,0.89598,0.82297,0.76897,0.70128,0.61854
Dec1976,1.05607,0.46775,1.04629,0.97948,1.2821,1.2077,0.61577,0.3366,0.63873,0.56706,0.5678,0.39068,0.73051,0.54959,0.23003,0.33607,0.59986,0.44019,0.50598,0.82722,0.72425,0.8693,0.85362,0.72309,0.5448,0.43801,0.37183,0.47973,0.64971,0.79948,0.72667,0.67018,0.75855,1.22482,1.23526,1.15138,1.14944,1.07515,0.98156,0.90692,0.83621,0.84558,1.07268,0.95989,0.96722,0.89369,0.84289,0.77696
Jan1977,2.00617,1.80818,1.60566,1.73504,1.60241,1.79863,1.69281,1.28273,0.98783,1.21727,1.11688,1.11328,0.9367,1.14803,0.99036,0.7562,0.82562,1.03051,0.87487,0.92782,1.19888,1.12716,1.219,1.20989,1.09295,0.91066,0.79879,0.74249,0.82585,0.97696,1.10408,1.03707,0.9809,1.06473,1.4559,1.46551,1.39565,1.38635,1.31413,1.22886,1.15465,1.08502,1.09005,1.2894,1.17661,1.18086,1.09997,1.05289
Feb1977,-1.01815,1.58588,1.51967,1.27004,1.5766,1.43565,1.64813,1.56761,1.10651,0.79372,1.05627,0.96233,0.96075,0.78243,1.036,0.86195,0.61204,0.68666,0.90824,0.74958,0.80802,1.09287,1.01871,1.1294,1.1165,0.9948,0.81014,0.69628,0.6349,0.72898,0.88686,1.02136,0.95249,0.89802,0.98054,1.38798,1.39661,1.32322,1.314,1.24269,1.15413,1.08115,1.0111,1.01587,1.22033,1.10895,1.11523,1.03659
Mar1977,0.31591,-0.38129,1.29619,1.3367,1.11291,1.57827,1.44163,1.68156,1.58138,1.08326,0.7971,1.07309,0.97602,0.97998,0.8038,1.06418,0.87392,0.63695,0.7213,0.9321,0.76899,0.82835,1.09943,1.02883,1.13742,1.12777,1.01303,0.8316,0.72027,0.65241,0.74594,0.89588,1.02445,0.95396,0.90285,0.97997,1.37254,1.38114,1.30564,1.29514,1.22749,1.14353,1.07788,1.01073,1.01574,1.21449,1.11068,1.12024
Apr1977,-0.72945,-0.3143,-0.73706,0.74692,0.92753,0.72625,1.15719,1.16252,1.44977,1.36463,0.83715,0.55951,0.85376,0.78417,0.79857,0.61093,0.91739,0.71526,0.46663,0.57544,0.79617,0.63884,0.70362,0.988,0.90932,1.03093,1.01868,0.90014,0.72221,0.61297,0.54721,0.64911,0.80438,0.94028,0.86674,0.82026,0.90032,1.30991,1.31886,1.23959,1.23163,1.15941,1.07,1.00214,0.93446,0.94308,1.15024,1.04583
May1977,1.48084,0.86181,0.73614,0.37097,1.3596,1.41301,1.26389,1.67895,1.78678,1.99494,1.83852,1.34101,1.05592,1.36212,1.20372,1.21773,1.01652,1.2734,1.05804,0.82328,0.91394,1.11878,0.9548,1.01496,1.27578,1.21131,1.29418,1.28498,1.18031,0.99935,0.88649,0.81867,0.90676,1.04531,1.16134,1.08418,1.0338,1.10102,1.46065,1.46979,1.40106,1.38767,1.32072,1.23844,1.17693,1.11441,1.11658,1.30666
Jun1977,1.76752,1.89068,1.60073,1.48742,1.29486,1.87902,1.82422,1.70849,1.99883,2.09134,2.21477,2.05049,1.71679,1.5325,1.7871,1.61474,1.61267,1.4393,1.5781,1.40905,1.228,1.28331,1.43737,1.3039,1.34443,1.5507,1.48613,1.54226,1.54033,1.44994,1.28178,1.18137,1.13491,1.19969,1.3088,1.3982,1.32658,1.26997,1.32386,1.61396,1.62425,1.56651,1.5467,1.48602,1.41252,1.36069,1.30615,1.30513
Jul1977,1.92059,2.1044,2.18208,1.90824,1.79124,1.66881,2.13361,2.02714,1.90561,2.10153,2.1529,2.28693,2.1427,1.85594,1.70432,1.9137,1.75142,1.74558,1.58705,1.69031,1.54098,1.38533,1.42661,1.56319,1.44166,1.47968,1.65938,1.59992,1.63905,1.64177,1.56382,1.40638,1.31056,1.26786,1.32075,1.41958,1.4997,1.43288,1.37448,1.42453,1.68274,1.69353,1.63844,1.61933,1.56132,1.49389,1.44734,1.39582
Aug1977,0.91287,1.66499,2.25736,2.32475,2.0496,1.87909,1.75048,2.14209,2.02813,1.91353,2.1164,2.21198,2.34911,2.20074,1.90436,1.75758,1.96146,1.78032,1.77276,1.62615,1.72318,1.5802,1.43966,1.47325,1.60116,1.48436,1.51796,1.69182,1.63518,1.6667,1.6737,1.6033,1.44509,1.3579,1.30657,1.35357,1.45027,1.52584,1.45458,1.40337,1.45006,1.69736,1.70904,1.65643,1.63876,1.58155,1.51658,1.46811
Sep1977,-0.69589,0.04401,0.88179,1.60706,1.80891,1.5993,1.48367,1.33887,1.72315,1.67982,1.60685,1.80706,1.85872,1.97316,1.87234,1.62041,1.49134,1.68122,1.56235,1.56845,1.44516,1.57426,1.43544,1.28956,1.32872,1.45189,1.33961,1.35935,1.52264,1.47569,1.52501,1.53462,1.46358,1.31299,1.22615,1.17335,1.22378,1.31835,1.39589,1.32731,1.2857,1.33159,1.58516,1.59479,1.54121,1.52579,1.47374,1.41049
Oct1977,-0.25184,-0.62868,-0.19197,0.52858,1.2811,1.58667,1.38681,1.30763,1.152,1.57922,1.55982,1.48405,1.69032,1.72291,1.84754,1.76209,1.51257,1.37597,1.5649,1.45122,1.45563,1.34435,1.49493,1.34727,1.18984,1.22978,1.36566,1.2515,1.26881,1.43989,1.39364,1.45004,1.45165,1.37742,1.23066,1.13441,1.08544,1.14707,1.24883,1.33283,1.26328,1.21793,1.26658,1.5394,1.54874,1.49239,1.48056,1.42119
Nov1977,-0.062,-0.41581,-0.70077,-0.32493,0.38412,1.20862,1.53102,1.33235,1.26017,1.09685,1.53875,1.52,1.4317,1.62508,1.66607,1.78792,1.70801,1.47216,1.34517,1.54125,1.43541,1.44529,1.32639,1.48428,1.32625,1.15235,1.19587,1.34051,1.22342,1.24607,1.42262,1.37631,1.43574,1.43232,1.3599,1.21001,1.11139,1.05706,1.12135,1.22445,1.31068,1.24056,1.19514,1.24474,1.52581,1.53436,1.47609,1.46345
Dec1977,0.3087,-0.0642,-0.40114,-0.71904,-0.32367,0.40138,1.19707,1.52076,1.33792,1.2779,1.11467,1.5285,1.50697,1.42465,1.62496,1.65034,1.7564,1.68401,1.46578,1.33796,1.52305,1.41295,1.41972,1.30646,1.46161,1.31307,1.1465,1.18567,1.3288,1.21549,1.24006,1.41351,1.36512,1.42227,1.42245,1.34876,1.20137,1.10442,1.05164,1.11468,1.21567,1.30252,1.23426,1.18967,1.24064,1.51858,1.52816,1.47287
